TIME,CH1,SBP,DBP,Model,TBS1102C,,,,
-1.3250 ,-0.4100 ,,,,,,,,
-1.3220 ,-0.4100 ,,,,,,,,
-1.3180 ,-0.4100 ,,,,,,,,
-1.3150 ,-0.4300 ,,,,,,,,
-1.3120 ,-0.4100 ,,,,,,,,
-1.3090 ,-0.4100 ,,,,,,,,
-1.3060 ,-0.4100 ,,,,,,,,
-1.3020 ,-0.4100 ,,,,,,,,
-1.2990 ,-0.4300 ,,,,,,,,
-1.2960 ,-0.4300 ,,,,,,,,
-1.2930 ,-0.4300 ,,,,,,,,
-1.2900 ,-0.4100 ,,,,,,,,
-1.2860 ,-0.4300 ,,,,,,,,
-1.2830 ,-0.4500 ,,,,,,,,
-1.2800 ,-0.4300 ,,,,,,,,
-1.2770 ,-0.4300 ,,,,,,,,
-1.2740 ,-0.4300 ,,,,,,,,
-1.2700 ,-0.4500 ,,,,,,,,
-1.2670 ,-0.4300 ,,,,,,,,
-1.2640 ,-0.4500 ,,,,,,,,
-1.2610 ,-0.4300 ,,,,,,,,
-1.2580 ,-0.4500 ,,,,,,,,
-1.2540 ,-0.4500 ,,,,,,,,
-1.2510 ,-0.4500 ,,,,,,,,
-1.2480 ,-0.4300 ,,,,,,,,
-1.2450 ,-0.4500 ,,,,,,,,
-1.2420 ,-0.4700 ,,,,,,,,
-1.2380 ,-0.4500 ,,,,,,,,
-1.2350 ,-0.4500 ,,,,,,,,
-1.2320 ,-0.4500 ,,,,,,,,
-1.2290 ,-0.4500 ,,,,,,,,
-1.2260 ,-0.4500 ,,,,,,,,
-1.2220 ,-0.4100 ,,,,,,,,
-1.2190 ,-0.3900 ,,,,,,,,
-1.2160 ,-0.3900 ,,,,,,,,
-1.2130 ,-0.3500 ,,,,,,,,
-1.2100 ,-0.3300 ,,,,,,,,
-1.2060 ,-0.2900 ,,,,,,,,
-1.2030 ,-0.2300 ,,,,,,,,
-1.2000 ,-0.1700 ,,,,,,,,
-1.1970 ,-0.1300 ,,,,,,,,
-1.1940 ,-0.0700 ,,,,,,,,
-1.1900 ,-0.0100 ,,,,,,,,
-1.1870 ,0.0700 ,,,,,,,,
-1.1840 ,0.1100 ,,,,,,,,
-1.1810 ,0.1900 ,,,,,,,,
-1.1780 ,0.2700 ,,,,,,,,
-1.1740 ,0.3300 ,,,,,,,,
-1.1710 ,0.4100 ,,,,,,,,
-1.1680 ,0.4700 ,,,,,,,,
-1.1650 ,0.5100 ,,,,,,,,
-1.1620 ,0.5700 ,,,,,,,,
-1.1580 ,0.6500 ,,,,,,,,
-1.1550 ,0.7100 ,,,,,,,,
-1.1520 ,0.7300 ,,,,,,,,
-1.1490 ,0.7700 ,,,,,,,,
-1.1460 ,0.8300 ,,,,,,,,
-1.1420 ,0.8500 ,,,,,,,,
-1.1390 ,0.8900 ,,,,,,,,
-1.1360 ,0.9100 ,,,,,,,,
-1.1330 ,0.9300 ,,,,,,,,
-1.1300 ,0.9700 ,,,,,,,,
-1.1260 ,0.9900 ,,,,,,,,
-1.1230 ,0.9900 ,,,,,,,,
-1.1200 ,0.9700 ,,,,,,,,
-1.1170 ,0.9700 ,,,,,,,,
-1.1140 ,0.9900 ,,,,,,,,
-1.1100 ,0.9700 ,,,,,,,,
-1.1070 ,0.9700 ,,,,,,,,
-1.1040 ,0.9500 ,,,,,,,,
-1.1010 ,0.9500 ,,,,,,,,
-1.0980 ,0.9300 ,,,,,,,,
-1.0940 ,0.9100 ,,,,,,,,
-1.0910 ,0.9300 ,,,,,,,,
-1.0880 ,0.8900 ,,,,,,,,
-1.0850 ,0.8700 ,,,,,,,,
-1.0820 ,0.8300 ,,,,,,,,
-1.0780 ,0.8100 ,,,,,,,,
-1.0750 ,0.8100 ,,,,,,,,
-1.0720 ,0.7700 ,,,,,,,,
-1.0690 ,0.7500 ,,,,,,,,
-1.0660 ,0.7100 ,,,,,,,,
-1.0620 ,0.7100 ,,,,,,,,
-1.0590 ,0.6700 ,,,,,,,,
-1.0560 ,0.6500 ,,,,,,,,
-1.0530 ,0.6300 ,,,,,,,,
-1.0500 ,0.5900 ,,,,,,,,
-1.0460 ,0.5700 ,,,,,,,,
-1.0430 ,0.5300 ,,,,,,,,
-1.0400 ,0.5100 ,,,,,,,,
-1.0370 ,0.4900 ,,,,,,,,
-1.0340 ,0.4500 ,,,,,,,,
-1.0300 ,0.4500 ,,,,,,,,
-1.0270 ,0.4100 ,,,,,,,,
-1.0240 ,0.3900 ,,,,,,,,
-1.0210 ,0.3700 ,,,,,,,,
-1.0180 ,0.3500 ,,,,,,,,
-1.0140 ,0.3300 ,,,,,,,,
-1.0110 ,0.2900 ,,,,,,,,
-1.0080 ,0.2900 ,,,,,,,,
-1.0050 ,0.2700 ,,,,,,,,
-1.0020 ,0.2700 ,,,,,,,,
-0.9984 ,0.2500 ,,,,,,,,
-0.9952 ,0.2500 ,,,,,,,,
-0.9920 ,0.2100 ,,,,,,,,
-0.9888 ,0.1900 ,,,,,,,,
-0.9856 ,0.1900 ,,,,,,,,
-0.9824 ,0.1900 ,,,,,,,,
-0.9792 ,0.1500 ,,,,,,,,
-0.9760 ,0.1500 ,,,,,,,,
-0.9728 ,0.1300 ,,,,,,,,
-0.9696 ,0.1300 ,,,,,,,,
-0.9664 ,0.1100 ,,,,,,,,
-0.9632 ,0.0900 ,,,,,,,,
-0.9600 ,0.0900 ,,,,,,,,
-0.9568 ,0.0700 ,,,,,,,,
-0.9536 ,0.0700 ,,,,,,,,
-0.9504 ,0.0700 ,,,,,,,,
-0.9472 ,0.0500 ,,,,,,,,
-0.9440 ,0.0500 ,,,,,,,,
-0.9408 ,0.0500 ,,,,,,,,
-0.9376 ,0.0300 ,,,,,,,,
-0.9344 ,0.0300 ,,,,,,,,
-0.9312 ,0.0300 ,,,,,,,,
-0.9280 ,0.0100 ,,,,,,,,
-0.9248 ,0.0100 ,,,,,,,,
-0.9216 ,0.0100 ,,,,,,,,
-0.9184 ,-0.0100 ,,,,,,,,
-0.9152 ,-0.0300 ,,,,,,,,
-0.9120 ,-0.0100 ,,,,,,,,
-0.9088 ,-0.0100 ,,,,,,,,
-0.9056 ,-0.0100 ,,,,,,,,
-0.9024 ,-0.0100 ,,,,,,,,
-0.8992 ,-0.0100 ,,,,,,,,
-0.8960 ,-0.0100 ,,,,,,,,
-0.8928 ,-0.0100 ,,,,,,,,
-0.8896 ,0.0100 ,,,,,,,,
-0.8864 ,0.0100 ,,,,,,,,
-0.8832 ,0.0100 ,,,,,,,,
-0.8800 ,0.0500 ,,,,,,,,
-0.8768 ,0.0100 ,,,,,,,,
-0.8736 ,0.0300 ,,,,,,,,
-0.8704 ,0.0500 ,,,,,,,,
-0.8672 ,0.0300 ,,,,,,,,
-0.8640 ,0.0500 ,,,,,,,,
-0.8608 ,0.0500 ,,,,,,,,
-0.8576 ,0.0500 ,,,,,,,,
-0.8544 ,0.0700 ,,,,,,,,
-0.8512 ,0.0700 ,,,,,,,,
-0.8480 ,0.0700 ,,,,,,,,
-0.8448 ,0.0700 ,,,,,,,,
-0.8416 ,0.0700 ,,,,,,,,
-0.8384 ,0.0700 ,,,,,,,,
-0.8352 ,0.0700 ,,,,,,,,
-0.8320 ,0.0700 ,,,,,,,,
-0.8288 ,0.0700 ,,,,,,,,
-0.8256 ,0.0700 ,,,,,,,,
-0.8224 ,0.0700 ,,,,,,,,
-0.8192 ,0.0700 ,,,,,,,,
-0.8160 ,0.0500 ,,,,,,,,
-0.8128 ,0.0500 ,,,,,,,,
-0.8096 ,0.0500 ,,,,,,,,
-0.8064 ,0.0500 ,,,,,,,,
-0.8032 ,0.0500 ,,,,,,,,
-0.8000 ,0.0500 ,,,,,,,,
-0.7968 ,0.0500 ,,,,,,,,
-0.7936 ,0.0500 ,,,,,,,,
-0.7904 ,0.0300 ,,,,,,,,
-0.7872 ,0.0300 ,,,,,,,,
-0.7840 ,-0.0100 ,,,,,,,,
-0.7808 ,0.0100 ,,,,,,,,
-0.7776 ,-0.0100 ,,,,,,,,
-0.7744 ,-0.0100 ,,,,,,,,
-0.7712 ,-0.0100 ,,,,,,,,
-0.7680 ,-0.0300 ,,,,,,,,
-0.7648 ,-0.0300 ,,,,,,,,
-0.7616 ,-0.0300 ,,,,,,,,
-0.7584 ,-0.0300 ,,,,,,,,
-0.7552 ,-0.0500 ,,,,,,,,
-0.7520 ,-0.0500 ,,,,,,,,
-0.7488 ,-0.0700 ,,,,,,,,
-0.7456 ,-0.0700 ,,,,,,,,
-0.7424 ,-0.0900 ,,,,,,,,
-0.7392 ,-0.0900 ,,,,,,,,
-0.7360 ,-0.1100 ,,,,,,,,
-0.7328 ,-0.1100 ,,,,,,,,
-0.7296 ,-0.1300 ,,,,,,,,
-0.7264 ,-0.1300 ,,,,,,,,
-0.7232 ,-0.1300 ,,,,,,,,
-0.7200 ,-0.1500 ,,,,,,,,
-0.7168 ,-0.1500 ,,,,,,,,
-0.7136 ,-0.1700 ,,,,,,,,
-0.7104 ,-0.1700 ,,,,,,,,
-0.7072 ,-0.1900 ,,,,,,,,
-0.7040 ,-0.1900 ,,,,,,,,
-0.7008 ,-0.1900 ,,,,,,,,
-0.6976 ,-0.2100 ,,,,,,,,
-0.6944 ,-0.2100 ,,,,,,,,
-0.6912 ,-0.2100 ,,,,,,,,
-0.6880 ,-0.2300 ,,,,,,,,
-0.6848 ,-0.2500 ,,,,,,,,
-0.6816 ,-0.2700 ,,,,,,,,
-0.6784 ,-0.2500 ,,,,,,,,
-0.6752 ,-0.2300 ,,,,,,,,
-0.6720 ,-0.2700 ,,,,,,,,
-0.6688 ,-0.2700 ,,,,,,,,
-0.6656 ,-0.2900 ,,,,,,,,
-0.6624 ,-0.2900 ,,,,,,,,
-0.6592 ,-0.2900 ,,,,,,,,
-0.6560 ,-0.2700 ,,,,,,,,
-0.6528 ,-0.2900 ,,,,,,,,
-0.6496 ,-0.3100 ,,,,,,,,
-0.6464 ,-0.3300 ,,,,,,,,
-0.6432 ,-0.3100 ,,,,,,,,
-0.6400 ,-0.3100 ,,,,,,,,
-0.6368 ,-0.3300 ,,,,,,,,
-0.6336 ,-0.3500 ,,,,,,,,
-0.6304 ,-0.3500 ,,,,,,,,
-0.6272 ,-0.3500 ,,,,,,,,
-0.6240 ,-0.3300 ,,,,,,,,
-0.6208 ,-0.3700 ,,,,,,,,
-0.6176 ,-0.3500 ,,,,,,,,
-0.6144 ,-0.3500 ,,,,,,,,
-0.6112 ,-0.3700 ,,,,,,,,
-0.6080 ,-0.3700 ,,,,,,,,
-0.6048 ,-0.3700 ,,,,,,,,
-0.6016 ,-0.3700 ,,,,,,,,
-0.5984 ,-0.3900 ,,,,,,,,
-0.5952 ,-0.3900 ,,,,,,,,
-0.5920 ,-0.3900 ,,,,,,,,
-0.5888 ,-0.3900 ,,,,,,,,
-0.5856 ,-0.3900 ,,,,,,,,
-0.5824 ,-0.3900 ,,,,,,,,
-0.5792 ,-0.3900 ,,,,,,,,
-0.5760 ,-0.3900 ,,,,,,,,
-0.5728 ,-0.3900 ,,,,,,,,
-0.5696 ,-0.4300 ,,,,,,,,
-0.5664 ,-0.4100 ,,,,,,,,
-0.5632 ,-0.4100 ,,,,,,,,
-0.5600 ,-0.3900 ,,,,,,,,
-0.5568 ,-0.4300 ,,,,,,,,
-0.5536 ,-0.4100 ,,,,,,,,
-0.5504 ,-0.4100 ,,,,,,,,
-0.5472 ,-0.4300 ,,,,,,,,
-0.5440 ,-0.4100 ,,,,,,,,
-0.5408 ,-0.4100 ,,,,,,,,
-0.5376 ,-0.4100 ,,,,,,,,
-0.5344 ,-0.4100 ,,,,,,,,
-0.5312 ,-0.4100 ,,,,,,,,
-0.5280 ,-0.4100 ,,,,,,,,
-0.5248 ,-0.4300 ,,,,,,,,
-0.5216 ,-0.4300 ,,,,,,,,
-0.5184 ,-0.4300 ,,,,,,,,
-0.5152 ,-0.4300 ,,,,,,,,
-0.5120 ,-0.4300 ,,,,,,,,
-0.5088 ,-0.4300 ,,,,,,,,
-0.5056 ,-0.4500 ,,,,,,,,
-0.5024 ,-0.4300 ,,,,,,,,
-0.4992 ,-0.4300 ,,,,,,,,
-0.4960 ,-0.4500 ,,,,,,,,
-0.4928 ,-0.4300 ,,,,,,,,
-0.4896 ,-0.4500 ,,,,,,,,
-0.4864 ,-0.4500 ,,,,,,,,
-0.4832 ,-0.4500 ,,,,,,,,
-0.4800 ,-0.4500 ,,,,,,,,
-0.4768 ,-0.4300 ,,,,,,,,
-0.4736 ,-0.4500 ,,,,,,,,
-0.4704 ,-0.4500 ,,,,,,,,
-0.4672 ,-0.4500 ,,,,,,,,
-0.4640 ,-0.4700 ,,,,,,,,
-0.4608 ,-0.4500 ,,,,,,,,
-0.4576 ,-0.4700 ,,,,,,,,
-0.4544 ,-0.4500 ,,,,,,,,
-0.4512 ,-0.4500 ,,,,,,,,
-0.4480 ,-0.4700 ,,,,,,,,
-0.4448 ,-0.4500 ,,,,,,,,
-0.4416 ,-0.4700 ,,,,,,,,
-0.4384 ,-0.4700 ,,,,,,,,
-0.4352 ,-0.4900 ,,,,,,,,
-0.4320 ,-0.4700 ,,,,,,,,
-0.4288 ,-0.4900 ,,,,,,,,
-0.4256 ,-0.4500 ,,,,,,,,
-0.4224 ,-0.4300 ,,,,,,,,
-0.4192 ,-0.4300 ,,,,,,,,
-0.4160 ,-0.4100 ,,,,,,,,
-0.4128 ,-0.3900 ,,,,,,,,
-0.4096 ,-0.3700 ,,,,,,,,
-0.4064 ,-0.3300 ,,,,,,,,
-0.4032 ,-0.2900 ,,,,,,,,
-0.4000 ,-0.2300 ,,,,,,,,
-0.3968 ,-0.1700 ,,,,,,,,
-0.3936 ,-0.1100 ,,,,,,,,
-0.3904 ,-0.0500 ,,,,,,,,
-0.3872 ,-0.0100 ,,,,,,,,
-0.3840 ,0.0700 ,,,,,,,,
-0.3808 ,0.1500 ,,,,,,,,
-0.3776 ,0.2100 ,,,,,,,,
-0.3744 ,0.2700 ,,,,,,,,
-0.3712 ,0.3500 ,,,,,,,,
-0.3680 ,0.4300 ,,,,,,,,
-0.3648 ,0.4900 ,,,,,,,,
-0.3616 ,0.5700 ,,,,,,,,
-0.3584 ,0.6100 ,,,,,,,,
-0.3552 ,0.6500 ,,,,,,,,
-0.3520 ,0.7100 ,,,,,,,,
-0.3488 ,0.7500 ,,,,,,,,
-0.3456 ,0.8100 ,,,,,,,,
-0.3424 ,0.8500 ,,,,,,,,
-0.3392 ,0.8700 ,,,,,,,,
-0.3360 ,0.9100 ,,,,,,,,
-0.3328 ,0.9300 ,,,,,,,,
-0.3296 ,0.9700 ,,,,,,,,
-0.3264 ,0.9700 ,,,,,,,,
-0.3232 ,0.9900 ,,,,,,,,
-0.3200 ,1.0100 ,,,,,,,,
-0.3168 ,1.0100 ,,,,,,,,
-0.3136 ,0.9900 ,,,,,,,,
-0.3104 ,1.0100 ,,,,,,,,
-0.3072 ,0.9900 ,,,,,,,,
-0.3040 ,0.9500 ,,,,,,,,
-0.3008 ,0.9500 ,,,,,,,,
-0.2976 ,0.9300 ,,,,,,,,
-0.2944 ,0.9100 ,,,,,,,,
-0.2912 ,0.8900 ,,,,,,,,
-0.2880 ,0.8700 ,,,,,,,,
-0.2848 ,0.8300 ,,,,,,,,
-0.2816 ,0.8100 ,,,,,,,,
-0.2784 ,0.7700 ,,,,,,,,
-0.2752 ,0.7500 ,,,,,,,,
-0.2720 ,0.7300 ,,,,,,,,
-0.2688 ,0.6900 ,,,,,,,,
-0.2656 ,0.6700 ,,,,,,,,
-0.2624 ,0.6500 ,,,,,,,,
-0.2592 ,0.5900 ,,,,,,,,
-0.2560 ,0.5900 ,,,,,,,,
-0.2528 ,0.5700 ,,,,,,,,
-0.2496 ,0.5300 ,,,,,,,,
-0.2464 ,0.4900 ,,,,,,,,
-0.2432 ,0.4700 ,,,,,,,,
-0.2400 ,0.4700 ,,,,,,,,
-0.2368 ,0.4300 ,,,,,,,,
-0.2336 ,0.3900 ,,,,,,,,
-0.2304 ,0.3900 ,,,,,,,,
-0.2272 ,0.3900 ,,,,,,,,
-0.2240 ,0.3500 ,,,,,,,,
-0.2208 ,0.3100 ,,,,,,,,
-0.2176 ,0.2900 ,,,,,,,,
-0.2144 ,0.2900 ,,,,,,,,
-0.2112 ,0.2500 ,,,,,,,,
-0.2080 ,0.2500 ,,,,,,,,
-0.2048 ,0.2300 ,,,,,,,,
-0.2016 ,0.2100 ,,,,,,,,
-0.1984 ,0.1900 ,,,,,,,,
-0.1952 ,0.1900 ,,,,,,,,
-0.1920 ,0.1700 ,,,,,,,,
-0.1888 ,0.1700 ,,,,,,,,
-0.1856 ,0.1500 ,,,,,,,,
-0.1824 ,0.1100 ,,,,,,,,
-0.1792 ,0.1100 ,,,,,,,,
-0.1760 ,0.0900 ,,,,,,,,
-0.1728 ,0.0700 ,,,,,,,,
-0.1696 ,0.0700 ,,,,,,,,
-0.1664 ,0.0700 ,,,,,,,,
-0.1632 ,0.0500 ,,,,,,,,
-0.1600 ,0.0300 ,,,,,,,,
-0.1568 ,0.0100 ,,,,,,,,
-0.1536 ,0.0100 ,,,,,,,,
-0.1504 ,0.0100 ,,,,,,,,
-0.1472 ,-0.0100 ,,,,,,,,
-0.1440 ,-0.0100 ,,,,,,,,
-0.1408 ,-0.0100 ,,,,,,,,
-0.1376 ,-0.0300 ,,,,,,,,
-0.1344 ,-0.0300 ,,,,,,,,
-0.1312 ,-0.0300 ,,,,,,,,
-0.1280 ,-0.0300 ,,,,,,,,
-0.1248 ,-0.0300 ,,,,,,,,
-0.1216 ,-0.0300 ,,,,,,,,
-0.1184 ,-0.0500 ,,,,,,,,
-0.1152 ,-0.0500 ,,,,,,,,
-0.1120 ,-0.0500 ,,,,,,,,
-0.1088 ,-0.0300 ,,,,,,,,
-0.1056 ,-0.0300 ,,,,,,,,
-0.1024 ,-0.0300 ,,,,,,,,
-0.0992 ,-0.0100 ,,,,,,,,
-0.0960 ,0.0100 ,,,,,,,,
-0.0928 ,-0.0100 ,,,,,,,,
-0.0896 ,0.0100 ,,,,,,,,
-0.0864 ,0.0300 ,,,,,,,,
-0.0832 ,0.0100 ,,,,,,,,
-0.0800 ,0.0300 ,,,,,,,,
-0.0768 ,0.0300 ,,,,,,,,
-0.0736 ,0.0700 ,,,,,,,,
-0.0704 ,0.0700 ,,,,,,,,
-0.0672 ,0.0700 ,,,,,,,,
-0.0640 ,0.0500 ,,,,,,,,
-0.0608 ,0.0700 ,,,,,,,,
-0.0576 ,0.0900 ,,,,,,,,
-0.0544 ,0.0900 ,,,,,,,,
-0.0512 ,0.0900 ,,,,,,,,
-0.0480 ,0.0900 ,,,,,,,,
-0.0448 ,0.1100 ,,,,,,,,
-0.0416 ,0.1100 ,,,,,,,,
-0.0384 ,0.1100 ,,,,,,,,
-0.0352 ,0.1100 ,,,,,,,,
-0.0320 ,0.1100 ,,,,,,,,
-0.0288 ,0.1100 ,,,,,,,,
-0.0256 ,0.1300 ,,,,,,,,
-0.0224 ,0.1100 ,,,,,,,,
-0.0192 ,0.0900 ,,,,,,,,
-0.0160 ,0.1100 ,,,,,,,,
-0.0128 ,0.0900 ,,,,,,,,
-0.0096 ,0.1100 ,,,,,,,,
-0.0064 ,0.0900 ,,,,,,,,
-0.0032 ,0.0900 ,,,,,,,,
0.0000 ,0.0700 ,,,,,,,,
0.0032 ,0.0900 ,,,,,,,,
0.0064 ,0.0700 ,,,,,,,,
0.0096 ,0.0700 ,,,,,,,,
0.0128 ,0.0700 ,,,,,,,,
0.0160 ,0.0500 ,,,,,,,,
0.0192 ,0.0700 ,,,,,,,,
0.0224 ,0.0700 ,,,,,,,,
0.0256 ,0.0500 ,,,,,,,,
0.0288 ,0.0300 ,,,,,,,,
0.0320 ,0.0100 ,,,,,,,,
0.0352 ,0.0300 ,,,,,,,,
0.0384 ,-0.0100 ,,,,,,,,
0.0416 ,-0.0100 ,,,,,,,,
0.0448 ,-0.0100 ,,,,,,,,
0.0480 ,-0.0100 ,,,,,,,,
0.0512 ,-0.0300 ,,,,,,,,
0.0544 ,-0.0300 ,,,,,,,,
0.0576 ,-0.0500 ,,,,,,,,
0.0608 ,-0.0700 ,,,,,,,,
0.0640 ,-0.0900 ,,,,,,,,
0.0672 ,-0.0900 ,,,,,,,,
0.0704 ,-0.0900 ,,,,,,,,
0.0736 ,-0.1100 ,,,,,,,,
0.0768 ,-0.1100 ,,,,,,,,
0.0800 ,-0.1100 ,,,,,,,,
0.0832 ,-0.1300 ,,,,,,,,
0.0864 ,-0.1500 ,,,,,,,,
0.0896 ,-0.1500 ,,,,,,,,
0.0928 ,-0.1700 ,,,,,,,,
0.0960 ,-0.1700 ,,,,,,,,
0.0992 ,-0.1700 ,,,,,,,,
0.1024 ,-0.1900 ,,,,,,,,
0.1056 ,-0.1900 ,,,,,,,,
0.1088 ,-0.1900 ,,,,,,,,
0.1120 ,-0.1900 ,,,,,,,,
0.1152 ,-0.1900 ,,,,,,,,
0.1184 ,-0.2100 ,,,,,,,,
0.1216 ,-0.2100 ,,,,,,,,
0.1248 ,-0.2100 ,,,,,,,,
0.1280 ,-0.2100 ,,,,,,,,
0.1312 ,-0.2100 ,,,,,,,,
0.1344 ,-0.2300 ,,,,,,,,
0.1376 ,-0.2300 ,,,,,,,,
0.1408 ,-0.2300 ,,,,,,,,
0.1440 ,-0.2500 ,,,,,,,,
0.1472 ,-0.2500 ,,,,,,,,
0.1504 ,-0.2500 ,,,,,,,,
0.1536 ,-0.2300 ,,,,,,,,
0.1568 ,-0.2500 ,,,,,,,,
0.1600 ,-0.2500 ,,,,,,,,
0.1632 ,-0.2900 ,,,,,,,,
0.1664 ,-0.2700 ,,,,,,,,
0.1696 ,-0.2700 ,,,,,,,,
0.1728 ,-0.2700 ,,,,,,,,
0.1760 ,-0.2900 ,,,,,,,,
0.1792 ,-0.2900 ,,,,,,,,
0.1824 ,-0.2900 ,,,,,,,,
0.1856 ,-0.3100 ,,,,,,,,
0.1888 ,-0.3100 ,,,,,,,,
0.1920 ,-0.2900 ,,,,,,,,
0.1952 ,-0.3100 ,,,,,,,,
0.1984 ,-0.2900 ,,,,,,,,
0.2016 ,-0.3100 ,,,,,,,,
0.2048 ,-0.3300 ,,,,,,,,
0.2080 ,-0.3100 ,,,,,,,,
0.2112 ,-0.3300 ,,,,,,,,
0.2144 ,-0.3500 ,,,,,,,,
0.2176 ,-0.3100 ,,,,,,,,
0.2208 ,-0.3300 ,,,,,,,,
0.2240 ,-0.3100 ,,,,,,,,
0.2272 ,-0.3300 ,,,,,,,,
0.2304 ,-0.3300 ,,,,,,,,
0.2336 ,-0.3300 ,,,,,,,,
0.2368 ,-0.3100 ,,,,,,,,
0.2400 ,-0.3100 ,,,,,,,,
0.2432 ,-0.3500 ,,,,,,,,
0.2464 ,-0.3300 ,,,,,,,,
0.2496 ,-0.3500 ,,,,,,,,
0.2528 ,-0.3300 ,,,,,,,,
0.2560 ,-0.3300 ,,,,,,,,
0.2592 ,-0.3300 ,,,,,,,,
0.2624 ,-0.3300 ,,,,,,,,
0.2656 ,-0.3700 ,,,,,,,,
0.2688 ,-0.3500 ,,,,,,,,
0.2720 ,-0.3500 ,,,,,,,,
0.2752 ,-0.3500 ,,,,,,,,
0.2784 ,-0.3500 ,,,,,,,,
0.2816 ,-0.3500 ,,,,,,,,
0.2848 ,-0.3500 ,,,,,,,,
0.2880 ,-0.3700 ,,,,,,,,
0.2912 ,-0.3500 ,,,,,,,,
0.2944 ,-0.3900 ,,,,,,,,
0.2976 ,-0.3700 ,,,,,,,,
0.3008 ,-0.3500 ,,,,,,,,
0.3040 ,-0.3700 ,,,,,,,,
0.3072 ,-0.3700 ,,,,,,,,
0.3104 ,-0.3900 ,,,,,,,,
0.3136 ,-0.3700 ,,,,,,,,
0.3168 ,-0.3700 ,,,,,,,,
0.3200 ,-0.3900 ,,,,,,,,
0.3232 ,-0.3900 ,,,,,,,,
0.3264 ,-0.4100 ,,,,,,,,
0.3296 ,-0.3900 ,,,,,,,,
0.3328 ,-0.3700 ,,,,,,,,
0.3360 ,-0.3900 ,,,,,,,,
0.3392 ,-0.3700 ,,,,,,,,
0.3424 ,-0.3700 ,,,,,,,,
0.3456 ,-0.3300 ,,,,,,,,
0.3488 ,-0.3100 ,,,,,,,,
0.3520 ,-0.2900 ,,,,,,,,
0.3552 ,-0.2500 ,,,,,,,,
0.3584 ,-0.2100 ,,,,,,,,
0.3616 ,-0.1500 ,,,,,,,,
0.3648 ,-0.1100 ,,,,,,,,
0.3680 ,-0.0700 ,,,,,,,,
0.3712 ,0.0100 ,,,,,,,,
0.3744 ,0.0700 ,,,,,,,,
0.3776 ,0.1300 ,,,,,,,,
0.3808 ,0.1700 ,,,,,,,,
0.3840 ,0.2700 ,,,,,,,,
0.3872 ,0.3300 ,,,,,,,,
0.3904 ,0.3900 ,,,,,,,,
0.3936 ,0.4500 ,,,,,,,,
0.3968 ,0.5100 ,,,,,,,,
0.4000 ,0.5700 ,,,,,,,,
0.4032 ,0.6500 ,,,,,,,,
0.4064 ,0.6900 ,,,,,,,,
0.4096 ,0.7500 ,,,,,,,,
0.4128 ,0.7900 ,,,,,,,,
0.4160 ,0.8300 ,,,,,,,,
0.4192 ,0.8700 ,,,,,,,,
0.4224 ,0.9100 ,,,,,,,,
0.4256 ,0.9700 ,,,,,,,,
0.4288 ,0.9700 ,,,,,,,,
0.4320 ,0.9900 ,,,,,,,,
0.4352 ,1.0300 ,,,,,,,,
0.4384 ,1.0300 ,,,,,,,,
0.4416 ,1.0300 ,,,,,,,,
0.4448 ,1.0500 ,,,,,,,,
0.4480 ,1.0700 ,,,,,,,,
0.4512 ,1.0500 ,,,,,,,,
0.4544 ,1.0700 ,,,,,,,,
0.4576 ,1.0500 ,,,,,,,,
0.4608 ,1.0300 ,,,,,,,,
0.4640 ,0.9900 ,,,,,,,,
0.4672 ,0.9900 ,,,,,,,,
0.4704 ,0.9700 ,,,,,,,,
0.4736 ,0.9500 ,,,,,,,,
0.4768 ,0.9300 ,,,,,,,,
0.4800 ,0.9100 ,,,,,,,,
0.4832 ,0.8900 ,,,,,,,,
0.4864 ,0.8300 ,,,,,,,,
0.4896 ,0.8300 ,,,,,,,,
0.4928 ,0.7700 ,,,,,,,,
0.4960 ,0.7700 ,,,,,,,,
0.4992 ,0.7500 ,,,,,,,,
0.5024 ,0.7100 ,,,,,,,,
0.5056 ,0.6700 ,,,,,,,,
0.5088 ,0.6300 ,,,,,,,,
0.5120 ,0.5900 ,,,,,,,,
0.5152 ,0.5900 ,,,,,,,,
0.5184 ,0.5500 ,,,,,,,,
0.5216 ,0.5500 ,,,,,,,,
0.5248 ,0.5100 ,,,,,,,,
0.5280 ,0.4900 ,,,,,,,,
0.5312 ,0.4500 ,,,,,,,,
0.5344 ,0.4700 ,,,,,,,,
0.5376 ,0.4300 ,,,,,,,,
0.5408 ,0.4300 ,,,,,,,,
0.5440 ,0.3900 ,,,,,,,,
0.5472 ,0.3700 ,,,,,,,,
0.5504 ,0.3300 ,,,,,,,,
0.5536 ,0.3300 ,,,,,,,,
0.5568 ,0.3300 ,,,,,,,,
0.5600 ,0.2900 ,,,,,,,,
0.5632 ,0.2700 ,,,,,,,,
0.5664 ,0.2500 ,,,,,,,,
0.5696 ,0.2500 ,,,,,,,,
0.5728 ,0.2300 ,,,,,,,,
0.5760 ,0.2100 ,,,,,,,,
0.5792 ,0.1700 ,,,,,,,,
0.5824 ,0.1500 ,,,,,,,,
0.5856 ,0.1500 ,,,,,,,,
0.5888 ,0.1100 ,,,,,,,,
0.5920 ,0.1300 ,,,,,,,,
0.5952 ,0.0900 ,,,,,,,,
0.5984 ,0.0700 ,,,,,,,,
